Date;Price;Open;High;Low;Vol.;Change %
10/10/2022;16.150;14.750;16.150;14.600;8.79M;6,95%
10/07/2022;15.100;15.300;15.800;15.100;8.17M;-6,79%
10/06/2022;16.200;17.500;17.500;16.200;8.06M;-6,90%
10/05/2022;17.400;17.100;17.500;16.800;3.63M;4,82%
10/04/2022;16.600;17.350;17.450;16.600;7.78M;-2,64%
10/03/2022;17.050;18.300;18.300;17.050;7.26M;-6,83%
09/30/2022;18.300;18.200;18.500;17.050;8.76M;0,00%
09/29/2022;18.300;19.600;19.600;18.300;6.51M;-3,68%
09/28/2022;19.000;19.050;19.700;18.800;9.35M;-1,55%
09/27/2022;19.300;20.150;20.250;19.300;6.68M;-3,26%
09/26/2022;19.950;20.500;20.900;19.700;13.45M;-5,67%
09/23/2022;21.150;21.450;21.750;21.100;8.40M;-1,63%
09/22/2022;21.500;20.500;21.550;20.500;8.52M;3,12%
09/21/2022;20.850;20.600;21.300;20.400;6.71M;0,48%
09/20/2022;20.750;20.900;21.100;20.000;9.26M;0,48%
09/19/2022;20.650;22.200;22.350;20.650;21.12M;-6,98%
09/16/2022;22.200;23.000;23.100;22.100;15.91M;-4,31%
09/15/2022;23.200;23.850;23.950;23.200;10.49M;-1,90%
09/14/2022;23.650;23.000;23.750;22.800;17.74M;1,07%
09/13/2022;23.400;23.300;23.500;22.750;13.34M;0,43%
09/12/2022;23.300;23.300;23.850;23.000;17.96M;1,30%
09/09/2022;23.000;22.100;23.000;21.000;16.17M;5,50%
09/08/2022;21.800;22.900;22.950;21.800;13.23M;-3,33%
09/07/2022;22.550;22.850;23.200;22.350;29.13M;0,00%
09/06/2022;22.550;23.200;23.200;22.500;14.90M;-0,44%
09/05/2022;22.650;21.550;22.650;21.500;27.83M;6,84%
08/31/2022;21.200;20.600;21.600;20.600;6.16M;0,71%
08/30/2022;21.050;21.550;21.800;21.050;8.10M;-1,64%
08/29/2022;21.400;21.000;21.500;20.650;14.24M;-2,51%
08/26/2022;21.950;22.550;22.600;21.850;10.00M;-2,44%
08/25/2022;22.500;22.150;22.800;21.950;16.97M;2,51%
08/24/2022;21.950;22.250;22.300;21.850;11.31M;-0,45%
08/23/2022;22.050;21.400;22.050;21.350;8.91M;2,56%
08/22/2022;21.500;21.200;21.900;21.000;8.85M;0,70%
08/19/2022;21.350;21.800;22.000;21.250;12.75M;-2,06%
08/18/2022;21.800;21.700;22.100;21.600;8.38M;0,23%
08/17/2022;21.750;22.200;22.350;21.600;14.18M;-2,03%
08/16/2022;22.200;21.750;22.800;21.600;19.47M;2,07%
08/15/2022;21.750;21.800;22.150;21.600;10.08M;0,00%
08/12/2022;21.750;20.600;22.000;20.550;14.26M;5,58%
08/11/2022;20.600;21.750;21.800;20.550;16.85M;-4,19%
08/10/2022;21.500;21.700;22.000;21.150;12.14M;-1,38%
08/09/2022;21.800;22.000;22.100;21.550;11.43M;0,46%
08/08/2022;21.700;20.950;21.700;20.800;17.05M;4,08%
08/05/2022;20.850;20.400;21.050;20.300;8.94M;0,72%
08/04/2022;20.700;20.850;21.350;20.600;14.04M;0,00%
08/03/2022;20.700;19.100;20.700;19.000;20.93M;6,98%
08/02/2022;19.350;19.100;19.550;19.050;8.95M;1,84%
08/01/2022;19.000;17.800;19.000;17.800;15.79M;6,74%
07/29/2022;17.800;18.000;18.150;17.800;5.57M;0,56%
07/28/2022;17.700;17.700;18.000;17.550;4.79M;2,31%
07/27/2022;17.300;17.100;17.450;17.050;6.79M;-1,14%
07/26/2022;17.500;18.350;18.700;17.500;11.83M;-5,41%
07/25/2022;18.500;19.000;19.100;18.500;7.42M;-3,90%
07/22/2022;19.250;19.350;19.600;19.200;6.99M;-1,03%
07/21/2022;19.450;19.300;19.800;19.300;6.94M;1,04%
07/20/2022;19.250;18.900;19.550;18.800;11.25M;2,94%
07/19/2022;18.700;19.100;19.200;18.650;7.47M;-3,11%
07/18/2022;19.300;20.100;20.100;19.100;8.21M;-3,02%
